,show_id,type_x,title,director,cast,country,date_added,release_year_x,rating,duration,listed_in,description_x,id,type_y,description_y,release_year_y,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
1959,s2876,TV Show,Followers,,"Miki Nakatani, Elaiza Ikeda, Mari Natsuki, Yuka Itaya, KOM_I, Mika Nakashima, Tadanobu Asano, Shuhei Uesugi, Nobuaki Kaneko, Hidekazu Mashima, Sho Kasamatsu, Yutaro",Japan,"February 27, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas","When an aspiring actress hits it big thanks to a candid Instagram post, the lives of several Tokyo women cross as they struggle to define happiness IRL.",ts224891,SHOW,"When an aspiring actress hits it big thanks to a candid Instagram post, the lives of several Tokyo women cross as they struggle to define happiness IRL.",2020,TV-MA,40,"['drama', 'comedy']",['JP'],1.0,tt16391360,,,5.149,7.2
1960,s2878,TV Show,Six Windows in the Desert,"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer","Moayad Alnefaie, Mohammed Alhamdan, Citi Bet Baydi, Sadeem Alshehri, Mohammed Albakri, Moayed Althagafi, Hussain Alyahya, Abeer Alotaibi, Zara Albalushi, Ali Alshehabi",Saudi Arabia,"February 27, 2020",2020,TV-14,1 Season,TV Shows,"From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.",ts225708,SHOW,"From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.",2020,TV-14,21,"['drama', 'scifi', 'comedy', 'history']",['SA'],1.0,tt11874042,4.3,3104.0,1.176,10.0
1961,s2880,Movie,Gbomo Gbomo Express,Walter Taylaur,"Ramsey Nouah, Gideon Okeke, Osas Ighodaro Ajibade, Blossom Chukwujekwu, Kiki Omeili, Gbenro Ajibade, Ikechukwu, Alexx Ekubo, Shaffy Bello",Nigeria,"February 26, 2020",2015,TV-MA,97 min,"Dramas, International Movies",The night spins sinisterly out of control when incompetent kidnappers hold a club-hopping record exec and a socialite for ransom in this dark comedy.,tm407961,MOVIE,"A record label executive has a celebratory night out and meets a beautiful socialite. This night out finds him in the hands of some desperate thugs, out for a ransom in exchange for his freedom.",2015,,96,"['drama', 'crime']",['NG'],,tt4527090,5.0,50.0,0.714,5.0
1962,s2882,Movie,Taxi Driver,Daniel Oriahi,"Odunlade Adekola, Ijeoma Grace Agu, Richard Akinlade, Babajide Alimison, Hafeez Oyetoro, Femi Jacobs, Toyin Oshinaike, Kelechi Udegbe",Nigeria,"February 26, 2020",2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","After his father dies, a young mechanic moves to the city to drive the old man’s taxi, and encounters assassins and a motley crew of urban weirdos.",tm84618,MOVIE,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1976,R,114,"['drama', 'crime']",['US'],,tt0075314,8.2,808582.0,40.965,8.179
1963,s2882,Movie,Taxi Driver,Daniel Oriahi,"Odunlade Adekola, Ijeoma Grace Agu, Richard Akinlade, Babajide Alimison, Hafeez Oyetoro, Femi Jacobs, Toyin Oshinaike, Kelechi Udegbe",Nigeria,"February 26, 2020",2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","After his father dies, a young mechanic moves to the city to drive the old man’s taxi, and encounters assassins and a motley crew of urban weirdos.",tm248010,MOVIE,"A small-town mechanic turned chauffeur for the mob gets caught up in the troubles of a beautiful sex worker, in this Scorsese-meets-Nollywood crime comedy that transforms the fast-paced and vibrant city of Lagos into an expressionistic film noir metropolis.",2015,,100,"['comedy', 'crime', 'drama']",['NG'],,tt5112438,6.0,69.0,1.191,5.3
1964,s2883,Movie,The Arbitration,Niyi Akinmolayan,"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,"February 26, 2020",2016,TV-MA,101 min,"Dramas, International Movies",An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,tm245050,MOVIE,"TIFF Rising Stars OC Ukeje and Somkele Iyamah-Idhalama join a stellar cast of Nollywood heavyweights in this whip-smart courtroom drama about lust, betrayal, and the price of ambition.",2016,,100,"['drama', 'comedy']",['NG'],,tt5811182,5.0,124.0,1.811,6.9
1965,s2884,TV Show,The Trials of Gabriel Fernandez,,,United States,"February 26, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,ts225544,SHOW,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,11276.0,9.821,7.5
1966,s2885,Movie,The Visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",,"February 26, 2020",2015,TV-MA,138 min,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",tm323616,MOVIE,"Two couples living together in the same building, but with completely different lifestyles, find themselves bearing secrets and shocking revelations which sets them on course for something they never bargained for.",2015,,130,"['thriller', 'comedy', 'romance']",[],,tt15119398,,,0.6,6.0
1967,s2886,Movie,When Love Happens,Seyi Babatope,"Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje, Shaffy Bello, Oreka Godis",Nigeria,"February 26, 2020",2014,TV-14,109 min,"International Movies, Romantic Movies","Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.",tm348393,MOVIE,"Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right.",2014,,109,['romance'],['NG'],,tt4094916,4.8,129.0,1.287,5.0
1968,s2889,TV Show,"Hi Bye, Mama!",,"Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong",South Korea,"February 23, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",ts223895,SHOW,"When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.",2020,,63,"['scifi', 'comedy', 'drama', 'fantasy']",['KR'],2.0,tt11804034,7.9,1639.0,27.87,8.1
1969,s2890,Movie,Girl on the Third Floor,Travis Stevens,"CM Punk, Trieste Kelly Dunn, Sarah Brooks, Elissa Dowling, Karen Woditsch, Marshall Bean, Anish Jethmalani, Bishop Stevens, Tonya Kay",United States,"February 22, 2020",2019,TV-MA,92 min,Horror Movies,"A husband with a bad track record tries to start anew by renovating a rundown Victorian for his family, only to find he's tackled a house out of hell.",tm458467,MOVIE,"Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans.",2019,,93,"['horror', 'thriller', 'drama']",['US'],,tt9026184,4.7,10005.0,10.168,5.3
1970,s2892,TV Show,Gentefied,,"J.J. Soria, Carlos Santos, Karrie Martin, Joaquín Cosío, Julissa Calderon, Annie Gonzalez, Laura Patalano, Felipe Esparza",United States,"February 21, 2020",2020,TV-MA,1 Season,"TV Comedies, TV Dramas",The Morales cousins scramble to save their grandfather's taco shop — and pursue their own dreams — as gentrification shakes up their LA neighborhood.,ts190462,SHOW,The Morales cousins scramble to save their grandfather's taco shop--and pursue their own dreams--as gentrification shakes up their LA neighborhood.,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt10037034,7.3,2697.0,3.205,7.8
1971,s2893,TV Show,Hyena,,"Kim Hye-soo, Ju Ji-hoon, Lee Gyoung-young, Kim Ho-jung, Song Young-kyu, Hwang Bo-ra, Jeon Seok-ho, Hyun Bong-sik, Park Se-jin",South Korea,"February 21, 2020",2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",ts225539,SHOW,"To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",2020,,62,"['drama', 'crime', 'romance']",['KR'],1.0,tt11534164,7.7,793.0,4.022,8.7
1972,s2895,TV Show,Puerta 7,,"Dolores Fonzi, Esteban Lamothe, Carlos Belloso, Juan Gil Navarro, Daniel Aráoz, Antonio Grimau, Ignacio Quesada, Mónica Ayos, Daniel Valenzuela",Argentina,"February 21, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A determined woman works to rid an Argentine soccer club of the violent crime and corruption surrounding its intense fanbase.,ts105608,SHOW,"An unflinching exploration of Argentina's infamous soccer ""barra bravas,"" bare torso-ed soccer fans feared by the public and even police responsible for fatalities at soccer matches.",2020,TV-MA,41,"['crime', 'drama', 'thriller']",['AR'],1.0,tt9170386,5.6,560.0,6.19,7.1
1973,s2896,Movie,System Crasher,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan",Germany,"February 21, 2020",2020,TV-MA,120 min,"Dramas, Independent Movies, International Movies","Traumatized, violent and yearning for love, 9-year-old Benni bonds with a gruff mentor as child-services workers struggle to find her a home.",tm447439,MOVIE,"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.",2019,,118,"['drama', 'european']",['DE'],,tt8535968,7.8,12874.0,10.356,7.7
1974,s2897,Movie,The Body,Jeethu Joseph,"Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala, Vedika, Anupam Bhattacharya, Chandan Anand, Arif Zakaria, Rukhsar Ahmed",India,"February 21, 2020",2019,TV-14,101 min,"International Movies, Thrillers",Mind games and mystery abound as a detective investigates the disappearance of a woman’s body from a morgue in this Hindi remake of a Spanish thriller.,tm973335,MOVIE,"When the body of a powerful businesswoman goes missing from the morgue, the inspector-in-charge hunts for the truth. When he questions her husband he realizes that there is much more to the case than meets the eye.",2019,,104,"['thriller', 'comedy']",['IN'],,tt8130904,5.5,3321.0,3.311,5.7
1975,s2898,Movie,The Last Thing He Wanted,Dee Rees,"Anne Hathaway, Ben Affleck, Willem Dafoe, Toby Jones, Rosie Perez, Edi Gathegi, Mel Rodriguez, Onata Aprile",United States,"February 21, 2020",2020,R,116 min,"Dramas, Thrillers",A hard-hitting reporter becomes entangled in the story she’s trying to break when she helps her ailing father broker an arms deal in Central America.,tm464351,MOVIE,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",2020,R,116,"['thriller', 'crime', 'drama']","['GB', 'US']",,tt7456312,4.3,15238.0,12.128,4.9
1976,s2899,Movie,Yeh Ballet,Sooni Taraporevala,"Julian Sands, Manish Chauhan, Achintya Bose, Jim Sarbh, Danish Husain, Vijay Maurya, Heeba Shah, Kalyanee Mulay",India,"February 21, 2020",2020,TV-MA,117 min,"Dramas, International Movies","Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",tm854786,MOVIE,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2020,PG-13,117,['drama'],['IN'],,tt10230436,7.5,1335.0,5.098,7.7
1977,s2901,TV Show,Spectros,,"Danilo Mesquita, Cláudia Okuno, Mariana Sena, Enzo Barone, Drop Dashi, Miwa Yanagizawa, Carlos Takeshi, Daniel Rocha, Kelzy Ecard, Norival Rizzo, Nicolas Trevijano, Jui Huang, Jimmy Wong, Fania Espinosa, Wallie Ruy, Begê Muniz, Antonio Miano, Ricardo Iazzetta, Mayhara Ribeiro, Jairo Mattos",Brazil,"February 20, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",A group of teens get caught up in a supernatural clash as vengeful spirits from centuries past rise up in the Liberdade district of São Paulo.,ts225513,SHOW,A group of teenagers gets unintentionally involved in a conflict between Japanese Shinto ghosts and Brazilian witchcraft.,2020,TV-MA,44,['scifi'],['BR'],1.0,,,,7.354,6.9
1978,s2903,TV Show,DreamWorks Shrek's Swamp Stories,,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon",United States,"February 17, 2020",2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","Shrek celebrates Halloween, Puss in Boots is captured by soldiers, and the gang participates in a kingdom-wide singing competition.",ts121176,SHOW,Shrek and his pals have a series of adventures.,2010,TV-PG,24,"['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi']",['US'],1.0,tt6950338,6.5,346.0,5.014,8.8
1979,s2904,Movie,By the Sea,Angelina Jolie,"Angelina Jolie, Brad Pitt, Mélanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer","France, Malta, United States","February 16, 2020",2015,R,122 min,"Dramas, Romantic Movies","Troubled by the state of their marriage, Vanessa and Roland visit a French seaside town, where they have a fateful encounter with a pair of newlyweds.",tm135543,MOVIE,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",2015,R,122,"['drama', 'romance', 'european']","['US', 'FR', 'MT']",,tt3883986,5.3,20541.0,10.203,5.6
1980,s2908,Movie,Term Life,Peter Billingsley,"Vince Vaughn, Hailee Steinfeld, Jonathan Banks, Bill Paxton, Mike Epps, Jordi Mollà, William Levy, Jon Favreau, Taraji P. Henson, Shea Whigham, Cain Velasquez",United States,"February 16, 2020",2016,R,93 min,"Dramas, Thrillers","After a botched job, a heist mastermind must run from gangsters and stay alive long enough for his daughter to benefit from his life insurance policy.",tm219173,MOVIE,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016,R,93,"['thriller', 'drama', 'action', 'crime']",['US'],,tt2978102,5.5,8030.0,16.084,5.9
1981,s2909,Movie,The Forest,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",United States,"February 16, 2020",2016,PG-13,93 min,"Horror Movies, Independent Movies","A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest.",tm200690,MOVIE,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2016,R,95,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",['US'],,tt3387542,4.8,42561.0,33.204,5.2
1982,s2909,Movie,The Forest,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",United States,"February 16, 2020",2016,PG-13,93 min,"Horror Movies, Independent Movies","A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest.",ts57424,SHOW,"In a small quiet village in the Ardennes, a sixteen-year-old girl disappears into the forest after calling her teacher in the middle of the night. Captain Gaspard Deker, a former soldier and newly arrived single father is conducting the investigation with Virginie Musso, the local cop. Also helping is the teacher, Eve Mendel, a solitary young woman with a mysterious past: she was found as a child by the villiage doctor wandering silently in the same forest.",2017,TV-MA,52,"['drama', 'crime', 'thriller', 'european']",['FR'],1.0,tt6560040,7.2,10234.0,18.051,7.1
1983,s2910,Movie,Monster High: Electrified,Avgousta Zourelidi,"Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Jonquil Goode, Travis Dresden, Evan Smith, Michael Sorich, Sara Cravens",,"February 15, 2020",2017,TV-Y,72 min,Movies,"Clawdeen wants to turn an abandoned power station into a salon for monsters and ""normies"" alike. But Moanica's got a shocking plan to ruin everything.",tm312767,MOVIE,"When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking! Luckily the ghouls have a secret weapon on their side...Twyla, the daughter of the Boogey Man, and the perfect ghoul to unearth any mystery. Along with the most voltageous salon ever! So catch every twist, turn, zap and blast...because the Monster High ghouls are about to get ELECTRIC!",2017,PG,72,"['family', 'animation', 'fantasy']",['US'],,tt6536944,5.3,320.0,20.596,7.2
1984,s2911,TV Show,Talking Tom and Friends,,"Colin Hanks, Tom Kenny, James Adomian, Lisa Schwartz, Maria Bamford",Cyprus,"February 15, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",ts82979,SHOW,"Armed with technological gear, great ideas and an unfailing sense of humour, Talking Tom and his friends are on a mission to reach stardom at all costs.",2014,TV-G,14,"['animation', 'comedy', 'drama', 'family', 'action', 'fantasy', 'european']",['US'],5.0,tt4648640,6.1,411.0,22.213,8.2
1985,s2912,Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt","United Kingdom, France, Belgium, Ireland, United States","February 14, 2020",2019,G,87 min,"Children & Family Movies, Comedies",Shaun and the flock race to help an adorable alien find her way home after her ship crash-lands near Mossy Bottom Farm and sparks a UFO frenzy.,tm348403,MOVIE,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.",2019,G,87,"['family', 'comedy', 'animation', 'fantasy', 'scifi']","['GB', 'FR']",,tt6193408,6.8,13485.0,16.792,6.93
1986,s2913,Movie,Cuddle Weather,Rod Cabatana Marmol,"Sue Ramirez, RK Bagatsing, Mark Anthony Fernandez, Aleck Bovick, Dexter Doria, Nino Muhlach, Lui Manansala, Dolly De Leon",Philippines,"February 14, 2020",2019,TV-MA,95 min,"Dramas, International Movies, Romantic Movies","When a seasoned sex worker sleeps with a rookie call boy, they soon find that a strictly physical relationship doesn't completely satisfy them.",tm824858,MOVIE,"After realizing that prostitutes are not entitled to the best part of love making, two sex workers form a screwy relationship as ""cuddle partners"" only to realize that they want something more.",2019,,95,"['drama', 'romance', 'comedy']",['PH'],,tt10896172,6.0,413.0,3.347,4.6
1987,s2914,Movie,Fanatyk,Michał Tylka,"Piotr Cyrwus, Mikołaj Kubacki, Anna Radwan, Marian Dziędziel, Jan Nowicki, Juliusz Chrząstowski, Małgorzata Krzysica, Jacek Strama",Poland,"February 14, 2020",2017,TV-MA,33 min,"Comedies, Dramas, Independent Movies","As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",tm364417,MOVIE,"As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",2017,,33,"['drama', 'comedy']",['PL'],,,,,2.157,6.7
1988,s2915,Movie,Isi & Ossi,Oliver Kienle,"Lisa Vicari, Dennis Mojen, Walid Al-Atiyat, Christina Hecke, Zoë Straub, Lisa Hagmeister, Hans-Jochen Wagner, André Eisermann, Ernst Stötzner",Germany,"February 14, 2020",2020,TV-MA,113 min,"Comedies, International Movies, Romantic Movies",A billionaire's daughter fakes a relationship with a cash-strapped boxer in order to coerce her parents into letting her pursue her culinary dreams.,tm849407,MOVIE,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",2020,,113,"['romance', 'comedy']",['DE'],,tt9806322,6.4,8309.0,11.061,6.9
1989,s2918,TV Show,Taj Mahal 1989,,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha, Paras Priyadarshan, Anshul Chauhan, Anud Singh Dhaka, Shirin Sewani, Mihir Ahuja, Vasundhara Rajput",India,"February 14, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.",ts225377,SHOW,"In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.",2020,,34,"['drama', 'comedy', 'romance']",['IO'],1.0,tt11725706,7.4,1542.0,2.624,7.3
1990,s2921,TV Show,Love Is Blind,,"Nick Lachey, Vanessa Lachey",United States,"February 13, 2020",2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows","Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person.",ts304505,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020,TV-MA,54,"['reality', 'romance']",['US'],5.0,tt11704040,6.1,7863.0,1.4,7.7
1991,s2922,TV Show,Narcos: Mexico,,"Michael Peña, Diego Luna, Tenoch Huerta, Joaquin Cosio, José María Yazpik, Matt Letscher, Alyssa Diaz","Mexico, United States","February 13, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent.",ts82526,SHOW,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,2018,TV-MA,58,"['drama', 'crime']",['US'],3.0,tt8714904,8.4,82042.0,92.102,7.9
1992,s2926,Movie,To All the Boys: P.S. I Still Love You,Michael Fimognari,"Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart, Janel Parrish, Ross Butler, Madaleine Arthur, Emilija Baranac, Trezzo Mahoro, Holland Taylor, Sarayu Blue, John Corbett",United States,"February 12, 2020",2020,TV-14,102 min,"Comedies, Romantic Movies","Lara Jean is officially Peter’s girlfriend, so everything should be perfect, right? But feelings grow complicated when an old crush reenters her life.",tm459512,MOVIE,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,2020,PG-13,102,"['romance', 'comedy', 'drama']",['US'],,tt9354842,6.0,37471.0,38.468,6.898
1993,s2931,Movie,Love for Sale 2,Andibachtiar Yusuf,"Della Dartyan, Adipati Dolken, Ratna Riantiarno, Ariyo Wahab, Bastian Steel, Gading Marten, Putri Ayudya, Taskya Namya, Egi Fedly, Yayu Unru, Abdurrahman Arif",Indonesia,"February 10, 2020",2019,TV-14,96 min,"Dramas, International Movies, Romantic Movies","Exhausted with his mother’s failed attempts at setting him up with women, Ican hires an ideal partner from a matchmaking app.",tm822272,MOVIE,"Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.",2019,,92,"['drama', 'romance']",['ID'],,tt10643938,7.0,558.0,2.626,7.1
1994,s2932,TV Show,Better Call Saul,,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",United States,"February 9, 2020",2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",ts8,SHOW,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,TV-MA,49,"['drama', 'crime']",['US'],6.0,tt3032476,8.8,438575.0,273.296,8.5
1995,s2935,Movie,The Coldest Game,Lukasz Kosmicki,"Bill Pullman, Lotte Verbeek, Robert Więckiewicz, James Bloor, Aleksey Serebryakov, Corey Johnson, Nicholas Farrell, Evgeniy Sidikhin","Poland, United States","February 8, 2020",2019,TV-MA,103 min,"Dramas, International Movies, Thrillers","During 1962’s Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match – and a deadly game of espionage.",tm461366,MOVIE,"Warsaw, Poland, during the Cuban Missile Crisis, 1962. Josh Mansky, a troubled math genius and former US chess champion, is recruited to hold a dangerous public match against the Soviet champion, while playing the deadly game of espionage hidden in the darkest shadows of a hostile territory.",2019,,104,"['thriller', 'history', 'sport', 'european']",['PL'],,tt6445414,6.2,10749.0,9.345,6.2
1996,s2936,Movie,Thottappan,Shanavas K. Bavakutty,"Priyamvada Krishnan, Vinayakan, Roshan Mathew, Dileesh Pothan, Manoj K. Jayan, Lal, Irshad Ali, Sunitha",India,"February 8, 2020",2019,TV-14,139 min,"Comedies, Dramas, International Movies","When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind.",tm810873,MOVIE,"When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind.",2019,,140,['drama'],['IN'],,tt9448362,6.9,373.0,1.86,6.0
1997,s2937,Movie,Azali,Kwabena Gyansah,"Ama K. Abebrese, Asana Alhassan, Adjetey Anang, Akofa Edjeani Asiedu, Emmanuel Nii Adom Quaye, Peter Ritchie",Ghana,"February 7, 2020",2018,TV-14,89 min,"Dramas, International Movies","Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra.",tm496588,MOVIE,"Thrust into Accra by circumstances, a 14-year-old girl from Northern Ghana must endure life in the slums of Accra, and find a way to get back home.",2018,,92,['drama'],['GH'],,tt8630282,5.7,213.0,1.584,5.7
1998,s2938,TV Show,Dragons: Rescue Riders,,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",United States,"February 7, 2020",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.",ts218500,SHOW,Twins Dak and Leyla share a unique ability to communicate with dragons. The brother and sister lead a team of five young dragons that spend their days rescuing other dragons and helping the people in their adopted town of Huttsgalor.,2019,TV-Y,24,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']",['US'],2.0,tt10687134,5.9,314.0,10.237,7.0
1999,s2940,Movie,Horse Girl,Jeff Baena,"Alison Brie, Debby Ryan, Paul Reiser, John Reynolds, Molly Shannon, John Ortiz, Meredith Hagner, Jake Picking, David Paymer, Jay Duplass",United States,"February 7, 2020",2020,R,104 min,"Dramas, Independent Movies","A sweet misfit with a fondness for crafts, horses and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",tm845512,MOVIE,"A socially awkward woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",2020,R,104,['drama'],['US'],,,,,14.15,5.6
