,show_id,type_x,title,director,cast,country,date_added,release_year_x,rating,duration,listed_in,description_x,id,type_y,description_y,release_year_y,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
680,s1068,TV Show,The Underclass,Pass Patthanakumjon,"Nannaphas Loetnamchoetsakun, Praewa Suthamphong, Sumitra Duangkaew, Tanutchai Wijitvongtong, Tarisa Preechatangkit, Natticha Chantaravareelekha, Miori Ohkubo, Pakwan Noijaiboon, Napaphat Worraphuttanon, Vathusiri Phuwapunyasiri, Rinrada Inthaisong, Suchaya Saenkhot, Mananya Kaoju, Kandis Wanarun, Ekapol Deebunmee, Panta Pattanaampaiwong, Rachaya Tupkunanon, Supasawad Buranawech, Thitirat Rojsangrat, Sawanee Utoomma, Phattharanarin Mueanarit, Chanyapuk Numprasop",Thailand,"April 14, 2021",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",ts251072,SHOW,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",2020,TV-MA,55,['drama'],['TH'],1.0,tt12665438,6.5,64.0,2.426,6.7
681,s1069,TV Show,Unnatural Selection,,,United States,"April 14, 2021",2019,TV-MA,1 Season,"Docuseries, Science & Nature TV","From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",ts144323,SHOW,Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.,2015,TV-MA,35,"['reality', 'documentation', 'comedy']",['US'],1.0,tt11063952,8.1,12.0,2.736,7.5
682,s1070,Movie,Uppena,Buchi Babu Sana,"Panja Vaisshnav Tej, Krithi Shetty, Vijay Sethupathi",India,"April 14, 2021",2020,TV-14,145 min,"Dramas, International Movies, Romantic Movies","The son of a fishing community falls for a village head's daughter, but they face violent opposition from the girl’s doggedly old-fashioned father.",tm810657,MOVIE,Aasi has been in love with Bebamma since their childhood. But it is more than her father Rayanam that threatens to form a chasm between the lovers.,2021,,147,['drama'],['IN'],,,,,4.709,6.3
683,s1071,Movie,Why Did You Kill Me?,Fredrick Munk,,United States,"April 14, 2021",2021,TV-MA,84 min,Documentaries,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,tm1030283,MOVIE,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,2021,R,83,"['crime', 'documentation']",['US'],,tt14318430,5.6,4175.0,14.666,6.2
684,s1073,Movie,Motu Patlu in the City of Gold,Suhas Kadav,"Saurav Chakraborty, Ganesh Diweker, Arpita Vora, Manoj Pandey, Mayur Vyas, Sanjeev Tiwari, Nandkishore Pandey, Aditya Raaj",,"April 13, 2021",2018,TV-Y7,77 min,"Children & Family Movies, Comedies, Music & Musicals","Defeated by the strong yet naive Motu in a race, an evil horseback rider challenges him to a more dangerous mission: finding a lost city of treasure!",tm1073233,MOVIE,"Defeated by the strong yet naive Motu in a race, an evil horseback rider challenges him to a more dangerous mission: finding a lost city of treasure!",2018,G,77,[],[],,,,,2.089,
685,s1074,Movie,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,Suhas Kadav,"Saurav Chakraborty, Sanket Mhatre, Kamal Chaturvedi, Warren Dsouza, Trilok Patel, Manish Bhuvan",,"April 13, 2021",2018,TV-Y7,86 min,"Children & Family Movies, Music & Musicals","While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers.",tm1073482,MOVIE,"While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers.",2018,G,86,[],[],,,,,1.133,10.0
686,s1075,Movie,Motu Patlu the Superheroes – Super Villains from Mars,Suhas Kadav,Saurav Chakraborty,,"April 13, 2021",2019,TV-Y7,79 min,Children & Family Movies,"Friends Motu and Patlu must save the world from three space thieves, but the job gets much harder when a cosmic collision gives the enemies superpowers!",tm1073424,MOVIE,"Friends Motu and Patlu must save the world from three space thieves, but the job gets much harder when a cosmic collision gives the enemies superpowers!",2019,G,79,"['animation', 'action', 'comedy']",[],,tt20866760,,,0.89,10.0
687,s1076,TV Show,My Love: Six Stories of True Love,"Moyoung Jin, Caroline Sá, Deepti Kakkar, Fahad Mustafa, Hikaru Toda, Chico Pereira, Elaine McMillion Sheldon",,"United States, Brazil, Japan, Spain, India","April 13, 2021",2021,TV-PG,1 Season,Docuseries,Six longtime couples in different parts of the world share their decades-long love in these tender portraits filmed over the course of one year.,ts61384,SHOW,"Inspired by the acclaimed Korean documentary My Love, Don't Cross That River, the poignant series MY LOVE documents a year in the lives of six elderly couples from around the world. Globe-trotting through Brazil, India, Japan, Korea, the U.S., and Spain, the six-part docuseries gets to the heart of long-lasting love.",2021,TV-PG,70,"['reality', 'romance', 'documentation']",['US'],1.0,tt14267526,7.5,291.0,1.265,5.0
688,s1077,Movie,Shiva VS Autobots,Suhas Kadav,,,"April 13, 2021",2018,TV-Y7,80 min,Children & Family Movies,"When an evil enemy gains control of a gadget that sends vehicles destructively spinning out of control, kid superhero Shiva must stop the chaos!",tm1118527,MOVIE,"When an evil enemy gains control of a gadget that sends vehicles destructively spinning out of control, kid superhero Shiva must stop the chaos!",2018,,79,[],[],,,,,0.626,
689,s1079,Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,,,"April 13, 2021",2017,TV-Y,78 min,Children & Family Movies,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens.",tm1073433,MOVIE,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens.",2017,G,78,[],[],,,,,1.4,
690,s1080,TV Show,The Baker and the Beauty,,"Victor Rasuk, Nathalie Kelley, Dan Bucatinsky, David Del Rio, Michelle Veintimilla, Lisa Vidal, Carlos Gómez, Belissa Escobedo","Israel, United States","April 13, 2021",2020,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","A Miami baker and a fashionista try to make romance work despite the heat they face from jealous exes, prying family members and invasive paparazzi.",ts105542,SHOW,A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.,2020,TV-14,32,"['comedy', 'drama', 'romance']",['US'],1.0,tt9164986,7.3,4270.0,8.545,8.1
691,s1081,Movie,New Gods: Nezha Reborn,Zhao Ji,"Yang Tianxiang, Zhang He, Xuan Xiaoming, Li Shimeng",China,"April 12, 2021",2021,TV-14,118 min,"Action & Adventure, Anime Features, International Movies","While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",tm1000296,MOVIE,"Three thousand years ago, the world was in turmoil and a great calamity befell both man and god. However, the dragons are not satisfied with their grudge against Nezha, and Li Yunxiang, who has the spirit of Nezha, cannot escape the fate of being killed by the dragons. With the East China Sea at stake, will Li Yunxiang be able to fight alongside Nezha's spirit and become a hero against the dragons? Will the people of East China Sea be saved?",2021,,116,"['animation', 'action', 'fantasy']",['CN'],,tt13269670,6.8,3150.0,3.078,8.2
692,s1082,TV Show,"Nicky, Ricky, Dicky & Dawn",,"Brian Stepanek, Allison Munn, Aidan Gallagher, Casey Simpson, Mace Coronel, Lizzy Greene",United States,"April 12, 2021",2018,TV-G,4 Seasons,"Kids' TV, TV Comedies","Just because they're quadruplets, that doesn't mean these 10-year-olds always get along. But for all the bickering, they're loyal to the last.",ts20883,SHOW,The story of a 10-year-old girl Dawn Haley whose sibling rivalry with her three brothers is heightened by the fact that they are quadruplets.,2014,TV-G,23,"['family', 'comedy']",['US'],4.0,tt3596176,5.1,2642.0,27.683,7.3
693,s1085,TV Show,Heaven Official's Blessing,,"Jiang Guangtao, Ma Zhengyang, Wen Sen, Hu Liangwei, Huang Ying",China,"April 9, 2021",2020,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Banished to the mortal realm to exorcise ghosts, a deity must reckon with a demon and soon uncovers a dark secret behind the heavenly gods.",ts256764,SHOW,"Xie Lian, the crown prince of Xian Le Kingdom, successfully ascends to Heaven during his third trial in spite of successive demotions. However, he accidentally breaks the Gold Palace of heavenly officials. With no human worshiping him, Xie Lian has to descend to the secular world to exorcise ghosts, which may help him sustain his divinity.",2020,TV-14,24,"['scifi', 'drama', 'action', 'animation']","['CN', 'US']",1.0,tt13375866,8.2,1475.0,7.437,8.6
694,s1086,Movie,Night in Paradise,Park Hoon-jung,"Um Tae-goo, Jeon Yeo-been, Cha Seoung-won, Lee Ki-young, Park Ho-san",South Korea,"April 9, 2021",2021,TV-MA,132 min,"Dramas, International Movies","Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.",tm810547,MOVIE,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",2020,,131,"['thriller', 'drama', 'action', 'crime']",['KR'],,tt12792418,6.7,6747.0,61.796,6.9
695,s1088,Movie,Roohi,Hardik Mehta,"Rajkummar Rao, Varun Sharma, Janhvi Kapoor, Manav Vij, Sarita Joshi, Anuraag Arora, Alexx O'Nell, Rajesh Jais",India,"April 9, 2021",2021,TV-14,133 min,"Comedies, Horror Movies, International Movies","Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",tm1001095,MOVIE,Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But there’s an insidious spirit following them with feet turned backwards.,2021,,134,"['comedy', 'horror']",['IN'],,tt10098288,4.3,10025.0,3.119,4.9
696,s1089,Movie,Thunder Force,Ben Falcone,"Melissa McCarthy, Octavia Spencer, Jason Bateman, Bobby Cannavale, Pom Klementieff, Melissa Leo, Taylor Mosby, Marcella Lowery, Melissa Ponzio",United States,"April 9, 2021",2021,PG-13,107 min,"Action & Adventure, Comedies",Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.,tm1020073,MOVIE,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",2021,PG-13,107,"['scifi', 'comedy', 'fantasy', 'action']",['US'],,tt10121392,4.4,41508.0,47.631,5.7
697,s1090,Movie,Two Distant Strangers,"Travon Free, Martin Desmond Roe","Joey Bada$$, Andrew Howard, Zaria",United States,"April 9, 2021",2021,TV-MA,32 min,Dramas,"In this Oscar-nominated short film, a man trying to go home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.",tm1018418,MOVIE,A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.,2021,R,32,['drama'],['US'],,tt13472984,,,8.319,7.4
698,s1091,Movie,Story of Kale: When Someone's in Love,Angga Dwimas Sasongko,"Ardhito Pramono, Aurélie Moeremans, Arya Saloka, Roy Sungkono, Gilbert Pohan, Azizah Hanum, Tanta Ginting",Indonesia,"April 8, 2021",2020,TV-PG,78 min,"Dramas, International Movies, Romantic Movies","After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities.",tm921230,MOVIE,"After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities.",2020,,77,"['drama', 'romance']",['ID'],,tt13081264,6.4,279.0,2.048,7.0
699,s1092,TV Show,The Way of the Househusband,,"Kenjiro Tsuda, Shizuka Ito, Kazuyuki Okitsu, M・A・O, Jun Fukushima, Kimiko Saito, Yoshimasa Hosoya, Masashi Nogawa, Junichi Yanagida, Hochu Otsuka, Atsuko Tanaka",Japan,"April 8, 2021",2021,TV-MA,1 Season,"Anime Series, International TV Shows","After disappearing from the underworld, the legendary yakuza Tatsu, ""the Immortal Dragon,"" resurfaces — as a fiercely devoted stay-at-home husband.",ts312071,SHOW,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.",2021,TV-MA,18,"['animation', 'comedy', 'action', 'crime', 'drama', 'romance']",['JP'],1.0,tt13357124,7.3,3724.0,20.159,8.591
700,s1093,Movie,Dolly Parton: A MusiCares Tribute,,Dolly Parton,,"April 7, 2021",2021,TV-PG,55 min,"Documentaries, Music & Musicals","In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",tm1029279,MOVIE,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",2021,,55,"['music', 'documentation']",['US'],,tt14299926,6.6,234.0,5.064,7.0
701,s1094,TV Show,The Big Day,,,India,"April 7, 2021",2021,TV-14,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows","For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry.",ts286386,SHOW,"For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry.",2021,TV-MA,43,"['reality', 'romance']",['US'],2.0,tt13887518,4.7,332.0,1.92,6.0
702,s1095,TV Show,The Wedding Coach,,,,"April 7, 2021",2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.,ts285471,SHOW,Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.,2021,TV-MA,33,"['comedy', 'reality']",['US'],1.0,tt14210424,5.0,87.0,1.525,10.0
703,s1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,,,,"April 7, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries","In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",ts284702,SHOW,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021,TV-MA,53,"['crime', 'documentation', 'history']",['US'],1.0,tt14223858,6.5,4328.0,5.515,6.9
704,s1097,Movie,The Last Kids on Earth: Happy Apocalypse to You,Steve Rolston,"Nick Wolfhard, Charles Demers, Montse Hernandez, Garland Whitt, Bruce Campbell, Catherine O'Hara, Brian Drummond, Giles Panton",,"April 6, 2021",2021,TV-Y7,92 min,"Children & Family Movies, Comedies","Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!",tm1032950,MOVIE,"Help Jack and his monster-battling friends make choices to stay alive -- and have some fun -- in this interactive ""Last Kids on Earth"" adventure!",2021,G,91,['fantasy'],['CA'],,,,,3.02,8.7
